POSTAL_COD,ROAD_NAME,BUILDING_N,Dest,Service_Feedback
249041,JERVOIS ROAD,SRI MENANTI ESTATE,Raffles City,Good
249042,JERVOIS ROAD,,Raffles Institution,So So
249058,JERVOIS ROAD,JERVOIS COURT,Sentosa,Not Good
249058,JERVOIS ROAD,JERVOIS COURT,Sentosa,Very Good
249058,JERVOIS ROAD,JERVOIS COURT,Sentosa,Good
249058,JERVOIS ROAD,JERVOIS COURT,Sentosa,So So
249167,JALAN TUPAI,,Marina Barrage,Not Good
249352,JALAN ARNAP,,Raffles Institution,Very Good
249353,JALAN ARNAP,,The Interlace,Good
249469,HOLLAND PARK,,Sentosa,So So
249541,HARDING ROAD,MINDEN CLUSTER (TANGLIN VILLAGE),Raffles City,Not Good
249755,CHATSWORTH ROAD,WISMA INDONESIA,TTSH,Very Good
249756,CHATSWORTH ROAD,WISMA INDONESIA,Sentosa,Good
249757,CHATSWORTH ROAD,WISMA INDONESIA,Singapore National Museum,So So
249771,CHATSWORTH ROAD,CASA CHATSWORTH,Raffles City,Not Good
249772,CHATSWORTH ROAD,CASA CHATSWORTH,Raffles Institution,Very Good
249774,CHATSWORTH ROAD,,Lau Pa Sat,Good
249777,CHATSWORTH ROAD,,Sentosa,So So
249778,CHATSWORTH ROAD,,Sentosa,Not Good
249782,CHATSWORTH ROAD,,Raffles Institution,Very Good
249783,CHATSWORTH ROAD,,The Interlace,Good
249793,CHATSWORTH ROAD,,The Interlace,So So
249796,CHATSWORTH ROAD,,Sentosa,Not Good
249990,BISHOPSGATE,,Sentosa,Very Good
249991,BISHOPSGATE,,Raffles City,Good
249993,BISHOPSGATE,,The Interlace,So So
249997,BISHOPSGATE,,Sentosa,Not Good
257699,TYERSALL AVENUE,,Sentosa,Very Good
257826,STEVENS ROAD,,Sentosa,Good
257851,STEVENS ROAD,,Raffles City,So So
257851,STEVENS ROAD,,Raffles City,Not Good
257851,STEVENS ROAD,,Raffles City,Very Good
257851,STEVENS ROAD,,Raffles City,Good
257851,STEVENS ROAD,,Raffles City,So So
258325,ROBIN CLOSE,,TTSH,Not Good
258326,ROBIN CLOSE,,Marina Barrage,Very Good
258412,NASSIM ROAD,,Raffles Institution,Good
258417,NASSIM ROAD,,Sentosa,So So
258421,NASSIM ROAD,,Raffles City,Not Good
258422,NASSIM ROAD,,Raffles Institution,Very Good
258442,NASSIM ROAD,,Raffles Institution,Good
258443,NASSIM ROAD,,The Interlace,So So
258444,NASSIM ROAD,,Lau Pa Sat,Not Good
258447,NASSIM ROAD,,Singapore National Museum,Very Good
258456,NASSIM ROAD,,Sentosa,Good
258457,NASSIM ROAD,,Singapore Polytechnic,So So
258459,NASSIM ROAD,EDEN HALL,Sentosa,Not Good
258851,HOLLAND ROAD,MARIS STELLA KINDERGARTEN,Raffles City,Very Good
258852,HOLLAND ROAD,MARIS STELLA CONVENT,Raffles Institution,Good
258863,HOLLAND ROAD,HOLLAND PARK,The Interlace,So So
258878,HOLLAND ROAD,,Sentosa,Not Good
258879,HOLLAND ROAD,,Sentosa,Very Good
258972,GALLOP ROAD,CAMWOOD PARK,Raffles Institution,Good
258973,GALLOP ROAD,CAMWOOD PARK,The Interlace,So So
259079,FERNHILL ROAD,,Marina Barrage,Not Good
259107,FERNHILL ROAD,,Botanic Gardens,Very Good
259148,FERNHILL ROAD,FERNHILL COTTAGE,Changi Airport,Good
259205,FERNHILL CLOSE,,TTSH,So So
259253,FARRER ROAD,CHIP HOCK GARDENS,The Interlace,Not Good
259457,DALVEY ROAD,,Sentosa,Very Good
259458,DALVEY ROAD,,Sentosa,Good
259462,DALVEY ROAD,,Raffles Institution,So So
259499,DALVEY ROAD,VILLA D'ESTE,Botanic Gardens,Not Good
259533,DALVEY ESTATE,DALVEY VILLAS,The Interlace,Very Good
259534,DALVEY ESTATE,DALVEY VILLAS,Lau Pa Sat,Good
259535,DALVEY ESTATE,DALVEY VILLAS,TTSH,So So
259537,DALVEY ESTATE,DALVEY VILLAS,Sentosa,Not Good
259694,BUKIT TIMAH ROAD,,Lau Pa Sat,Very Good
259695,BUKIT TIMAH ROAD,,TTSH,Good
259696,BUKIT TIMAH ROAD,,Changi Airport,So So
259699,BUKIT TIMAH ROAD,,Changi Airport,Not Good
259700,BUKIT TIMAH ROAD,,Changi Airport,Very Good
259709,BUKIT TIMAH ROAD,RICH MANSIONS,Sentosa,Good
259714,BUKIT TIMAH ROAD,CITY TOWERS,Lau Pa Sat,So So
259714,BUKIT TIMAH ROAD,CITY TOWERS,Lau Pa Sat,Not Good
259714,BUKIT TIMAH ROAD,CITY TOWERS,Lau Pa Sat,Very Good
259714,BUKIT TIMAH ROAD,CITY TOWERS,Lau Pa Sat,Good
259714,BUKIT TIMAH ROAD,CITY TOWERS,Lau Pa Sat,So So
259714,BUKIT TIMAH ROAD,CITY TOWERS,Lau Pa Sat,Not Good
259714,BUKIT TIMAH ROAD,CITY TOWERS,Lau Pa Sat,Very Good
259714,BUKIT TIMAH ROAD,CITY TOWERS,Lau Pa Sat,Good
259714,BUKIT TIMAH ROAD,CITY TOWERS,Lau Pa Sat,So So
259714,BUKIT TIMAH ROAD,CITY TOWERS,Lau Pa Sat,Not Good
259714,BUKIT TIMAH ROAD,CITY TOWERS,Lau Pa Sat,Very Good
259714,BUKIT TIMAH ROAD,CITY TOWERS,Lau Pa Sat,Good
259725,BUKIT TIMAH ROAD,THE LEGEND,TTSH,So So
259729,BUKIT TIMAH ROAD,,Night Safari,Not Good
259730,BUKIT TIMAH ROAD,,Night Safari,Very Good
259731,BUKIT TIMAH ROAD,,Raffles City,Good
259738,BUKIT TIMAH ROAD,JAYA TOWER,Sentosa,So So
259740,BUKIT TIMAH ROAD,,Sentosa,Not Good
259741,BUKIT TIMAH ROAD,,Raffles City,Very Good
259742,BUKIT TIMAH ROAD,,Raffles Institution,Good
259750,BUKIT TIMAH ROAD,THE LEGACY,Sentosa,So So
259765,BUKIT TIMAH ROAD,,TTSH,Not Good
259765,BUKIT TIMAH ROAD,,TTSH,Very Good
259765,BUKIT TIMAH ROAD,,TTSH,Good
259770,BUKIT TIMAH ROAD,TOWER BLOCK,Sentosa,So So
259771,BUKIT TIMAH ROAD,LI KA SHING BUILDING,Raffles City,Not Good
259772,BUKIT TIMAH ROAD,OEI TIONG HAM BUILDING,Raffles Institution,Very Good
259773,BUKIT TIMAH ROAD,CJ KOH LAW LIBRARY,The Interlace,Good
259774,BUKIT TIMAH ROAD,MANASSEH MEYER,Lau Pa Sat,So So
259775,BUKIT TIMAH ROAD,FEDERAL BUILDING,TTSH,Not Good
259776,BUKIT TIMAH ROAD,EU TONG SEN BUILDING,Singapore Polytechnic,Very Good
259779,BUKIT TIMAH ROAD,TEMPORARY SITE OFFICE,Singapore Polytechnic,Good
266230,JALAN LIM TAI SEE,ESTRIVILLAS,Changi Airport,So So
266250,JALAN LIM TAI SEE,ESTRIVILLAS,Changi Airport,Not Good
266251,JALAN LIM TAI SEE,ESTRIVILLAS,Raffles City,Very Good
266265,JALAN LIM TAI SEE,,TTSH,Good
266266,JALAN LIM TAI SEE,,Marina Barrage,So So
266268,BUKIT TIMAH ROAD,TAN KAH KEE MRT STATION,Night Safari,Not Good
266283,JALAN LIM TAI SEE,VENTURA HEIGHTS,The Interlace,Very Good
266291,JALAN LIM TAI SEE,VENTURA HEIGHTS,Raffles City,Good
266293,JALAN LIM TAI SEE,VENTURA HEIGHTS,The Interlace,So So
266295,JALAN LIM TAI SEE,ESTRIVILLAS,TTSH,Not Good
266296,JALAN LIM TAI SEE,ESTRIVILLAS,Changi Airport,Very Good
266303,KING'S ROAD,KING'S 8,The Interlace,Good
266366,CORONATION ROAD WEST,,Sentosa,So So
266818,QUEEN ASTRID PARK,QUEEN ASTRID PARK,Sentosa,Not Good
266820,QUEEN ASTRID PARK,QUEEN ASTRID PARK,Sentosa,Very Good
266821,QUEEN ASTRID PARK,QUEEN ASTRID PARK,Raffles City,Good
266848,QUEEN ASTRID PARK,QUEEN ASTRID PARK,Sentosa,So So
267187,NAMLY PLACE,SHAMROCK PARK,Marina Barrage,Not Good
267221,NAMLY PLACE,SHAMROCK PARK,Raffles City,Very Good
267475,NAMLY DRIVE,SHAMROCK PARK,TTSH,Good
267476,NAMLY DRIVE,SHAMROCK PARK,Sentosa,So So
267477,NAMLY DRIVE,SHAMROCK PARK,Sentosa,Not Good
267488,NAMLY DRIVE,,Marina Barrage,Very Good
267489,NAMLY DRIVE,,Marina Barrage,Good
267708,NAMLY AVENUE,,Marina Barrage,So So
268106,KING'S ROAD,KING'S GARDEN,Marina Barrage,Not Good
268107,KING'S ROAD,KING'S GARDEN,Sentosa,Very Good
268114,KING'S ROAD,KING'S GARDEN,Lau Pa Sat,Good
268115,KING'S ROAD,KING'S GARDEN,TTSH,So So
268119,KING'S ROAD,KING'S GARDEN,Marina Barrage,Not Good
268120,KING'S ROAD,KING'S GARDEN,Marina Barrage,Very Good
268121,KING'S ROAD,KING'S GARDEN,Raffles City,Good
268122,KING'S ROAD,KING'S GARDEN,Raffles Institution,So So
268467,JALAN LIM TAI SEE,VENTURA HEIGHTS,Marina Barrage,Not Good
268471,JALAN LIM TAI SEE,VENTURA HEIGHTS,Raffles City,Very Good
268590,JALAN HAJI ALIAS,ALIAS VILLAS,Marina Barrage,Good
268591,JALAN HAJI ALIAS,ALIAS VILLAS,Raffles City,So So
269299,CORONATION ROAD WEST,,Marina Barrage,Not Good
269319,CORONATION ROAD WEST,,Sentosa,Very Good
269322,CORONATION ROAD WEST,,Raffles Institution,Good
269328,CORONATION ROAD WEST,,Sentosa,So So
269367,CORONATION ROAD WEST,,Marina Barrage,Not Good
269368,CORONATION ROAD WEST,,Marina Barrage,Very Good
269369,CORONATION ROAD WEST,,Sentosa,Good
269370,CORONATION ROAD WEST,,Marina Barrage,So So
269374,CORONATION ROAD WEST,,Lau Pa Sat,Not Good
269376,CORONATION ROAD WEST,,Sentosa,Very Good
269378,CORONATION ROAD WEST,,Sentosa,Good
269544,CORONATION ROAD,,Lau Pa Sat,So So
269692,BUKIT TIMAH ROAD,,Raffles Institution,Not Good
269692,BUKIT TIMAH ROAD,,Raffles Institution,Very Good
269692,BUKIT TIMAH ROAD,,Raffles Institution,Good
269693,BUKIT TIMAH ROAD,,The Interlace,So So
269694,BUKIT TIMAH ROAD,CROWN CENTRE,Lau Pa Sat,Not Good
269695,BUKIT TIMAH ROAD,KING'S ARCADE,TTSH,Very Good
269708,BUKIT TIMAH ROAD,,Marina Barrage,Good
269709,BUKIT TIMAH ROAD,,Night Safari,So So
269710,BUKIT TIMAH ROAD,,Marina Barrage,Not Good
269711,BUKIT TIMAH ROAD,,Raffles City,Very Good
269712,BUKIT TIMAH ROAD,,Raffles Institution,Good
269713,BUKIT TIMAH ROAD,,The Interlace,So So
269714,BUKIT TIMAH ROAD,,Lau Pa Sat,Not Good
269715,BUKIT TIMAH ROAD,,TTSH,Very Good
269716,BUKIT TIMAH ROAD,,Marina Barrage,Good
269717,BUKIT TIMAH ROAD,,Night Safari,So So
269718,BUKIT TIMAH ROAD,,Marina Barrage,Not Good
269719,BUKIT TIMAH ROAD,,Night Safari,Very Good
269720,BUKIT TIMAH ROAD,,Marina Barrage,Good
269721,BUKIT TIMAH ROAD,,Raffles City,So So
269722,BUKIT TIMAH ROAD,,Raffles Institution,Not Good
269723,BUKIT TIMAH ROAD,,The Interlace,Very Good
269724,BUKIT TIMAH ROAD,,Lau Pa Sat,Good
269725,BUKIT TIMAH ROAD,,TTSH,So So
269728,BUKIT TIMAH ROAD,,Marina Barrage,Not Good
269729,BUKIT TIMAH ROAD,,Night Safari,Very Good
269730,BUKIT TIMAH ROAD,,Night Safari,Good
269731,BUKIT TIMAH ROAD,,Raffles City,So So
269732,BUKIT TIMAH ROAD,,Raffles Institution,Not Good
269733,BUKIT TIMAH ROAD,SPC BUKIT TIMAH 2,The Interlace,Very Good
269735,BUKIT TIMAH ROAD,HWA CHONG INSTITUTION BOARDING SCHOOL,TTSH,Good
269744,BUKIT TIMAH ROAD,,Lau Pa Sat,So So
269760,BUKIT TIMAH ROAD,,Botanic Gardens,Not Good
269761,BUKIT TIMAH ROAD,,Raffles City,Very Good
269762,BUKIT TIMAH ROAD,,Raffles Institution,Good
269764,BUKIT TIMAH ROAD,,Lau Pa Sat,So So
269768,BUKIT TIMAH ROAD,NAMLY COURT,Singapore National Museum,Not Good
269769,BUKIT TIMAH ROAD,NAMLY COURT,Singapore National Museum,Very Good
269770,BUKIT TIMAH ROAD,NAMLY COURT,Singapore National Museum,Good
269771,BUKIT TIMAH ROAD,NAMLY COURT,Raffles City,So So
269772,BUKIT TIMAH ROAD,NAMLY COURT,Raffles Institution,Not Good
269773,BUKIT TIMAH ROAD,NAMLY COURT,The Interlace,Very Good
269774,BUKIT TIMAH ROAD,,Lau Pa Sat,Good
269775,BUKIT TIMAH ROAD,,TTSH,So So
269776,BUKIT TIMAH ROAD,,Singapore National Museum,Not Good
269777,BUKIT TIMAH ROAD,,Botanic Gardens,Very Good
269778,BUKIT TIMAH ROAD,,Botanic Gardens,Good
269779,BUKIT TIMAH ROAD,,Sentosa,So So
269780,BUKIT TIMAH ROAD,,Marina Barrage,Not Good
269781,BUKIT TIMAH ROAD,,Raffles City,Very Good
273019,GHIM MOH ROAD,,Changi Airport,Good
275756,HOLLAND ROAD,BAN GUAN PARK,Marina Barrage,So So
275767,HOLLAND ROAD,MCMAHON PARK,Marina Barrage,Not Good
275792,HOLLAND ROAD,BAN GUAN PARK,Raffles Institution,Very Good
275793,HOLLAND ROAD,BAN GUAN PARK,The Interlace,Good
275794,HOLLAND ROAD,,Lau Pa Sat,So So
275795,HOLLAND ROAD,,TTSH,Not Good
275811,OLD HOLLAND ROAD,ILLOURA,Raffles City,Very Good
275817,OLD HOLLAND ROAD,ILLOURA,Marina Barrage,Good
275821,OLD HOLLAND ROAD,ILLOURA,Raffles City,So So
275822,OLD HOLLAND ROAD,ILLOURA,Raffles Institution,Not Good
275827,HOLLAND ROAD,,Marina Barrage,Very Good
275900,LAUREL WOOD AVENUE,THE TENERIFFE,Sentosa,Good
275901,LAUREL WOOD AVENUE,THE TENERIFFE,Raffles City,So So
275944,LAUREL WOOD AVENUE,THE TENERIFFE,Lau Pa Sat,Not Good
275945,LAUREL WOOD AVENUE,THE TENERIFFE,TTSH,Very Good
275946,LAUREL WOOD AVENUE,THE TENERIFFE,Singapore National Museum,Good
275953,LAUREL WOOD AVENUE,THE TENERIFFE,The Interlace,So So
275955,LAUREL WOOD AVENUE,THE TENERIFFE,TTSH,Not Good
275975,LAUREL WOOD AVENUE,THE TENERIFFE,TTSH,Very Good
275976,LAUREL WOOD AVENUE,THE TENERIFFE,Night Safari,Good
275977,LAUREL WOOD AVENUE,THE TENERIFFE,Singapore National Museum,So So
276503,SIXTH AVENUE,GARLICK PARK,The Interlace,Not Good
276506,SIXTH AVENUE,GARLICK PARK,Marina Barrage,Very Good
276517,SIXTH AVENUE,GARLICK PARK,Sentosa,Good
276566,SIXTH AVENUE,DYNASTY GARDEN,Sentosa,So So
276567,SIXTH AVENUE,DYNASTY GARDEN,Night Safari,Not Good
276581,SIXTH AVENUE,REGENT VILLAS,Raffles City,Very Good
276582,SIXTH AVENUE,,Raffles Institution,Good
276583,SIXTH AVENUE,,The Interlace,So So
276586,SIXTH AVENUE,MING TECK PARK,Marina Barrage,Not Good
276588,SIXTH AVENUE,MING TECK PARK,Marina Barrage,Very Good
276610,SIXTH AVENUE,MING TECK PARK,Marina Barrage,Good
276612,SIXTH AVENUE,MING TECK PARK,Raffles Institution,So So
276631,SIXTH AVENUE,MING TECK PARK,Raffles City,Not Good
276639,SIXTH AVENUE,MING TECK PARK,Marina Barrage,Very Good
276641,SIXTH AVENUE,MING TECK PARK,Raffles City,Good
276647,SIXTH AVENUE,MING TECK PARK,Marina Barrage,So So
276649,SIXTH AVENUE,MING TECK PARK,Marina Barrage,Not Good
276660,SIXTH AVENUE,MING TECK PARK,Sentosa,Very Good
276665,SIXTH AVENUE,MING TECK PARK,TTSH,Good
276913,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,The Interlace,So So
276914,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,Lau Pa Sat,Not Good
276915,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,TTSH,Very Good
276916,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,Night Safari,Very Good
276917,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,Night Safari,Good
276922,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,Raffles Institution,So So
276923,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,The Interlace,Not Good
276924,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,Lau Pa Sat,Very Good
276925,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,TTSH,Good
276926,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,Night Safari,So So
276927,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,Night Safari,Not Good
276928,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,Night Safari,Very Good
276929,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,Night Safari,Good
276930,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,Night Safari,So So
276931,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,Raffles City,Not Good
276932,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,Raffles Institution,Very Good
276936,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,Night Safari,Good
276937,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,Night Safari,So So
276938,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,Night Safari,Not Good
276939,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,Night Safari,Very Good
276940,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,Night Safari,Good
276941,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,Raffles City,So So
276942,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,Raffles Institution,Not Good
276943,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,The Interlace,Very Good
276944,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,Lau Pa Sat,Good
276945,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,TTSH,So So
276946,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,Night Safari,Not Good
276947,MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,Night Safari,Very Good
277053,MOUNT SINAI LANE,GLENTREES,The Interlace,Good
277054,MOUNT SINAI LANE,GLENTREES,Lau Pa Sat,So So
277055,MOUNT SINAI LANE,GLENTREES,TTSH,Not Good
277056,MOUNT SINAI LANE,GLENTREES,Singapore Polytechnic,Very Good
277057,MOUNT SINAI LANE,GLENTREES,Sentosa,Good
277736,LORONG LIPUT,HOLLAND VILLAGE,Night Safari,So So
278583,HOLLAND ROAD,TOHO MANSION,The Interlace,Not Good
278584,HOLLAND ROAD,TOHO MANSION,Lau Pa Sat,Very Good
278585,HOLLAND ROAD,TOHO MANSION,TTSH,Good
278585,HOLLAND ROAD,TOHO MANSION,TTSH,So So
278585,HOLLAND ROAD,TOHO MANSION,TTSH,Not Good
278586,HOLLAND ROAD,TOHO MANSION,Marina Barrage,Very Good
278587,HOLLAND ROAD,TOHO MANSION,Marina Barrage,Good
278587,HOLLAND ROAD,TOHO MANSION,Marina Barrage,So So
278589,HOLLAND ROAD,TOHO MANSION,Marina Barrage,Not Good
278590,HOLLAND ROAD,TOHO MANSION,Marina Barrage,Very Good
278631,HOLLAND ROAD,,Raffles City,Good
278632,HOLLAND ROAD,,Raffles Institution,So So
278635,HOLLAND ROAD,,TTSH,Not Good
278655,HOLLAND ROAD,BAN GUAN PARK,TTSH,Very Good
278672,OLD HOLLAND ROAD,,Raffles Institution,Good
278678,OLD HOLLAND ROAD,,Sentosa,So So
278682,OLD HOLLAND ROAD,SEVEN OAKS,Raffles Institution,Not Good
278687,OLD HOLLAND ROAD,EDEN PARK,Marina Barrage,Very Good
278688,OLD HOLLAND ROAD,EDEN PARK,Marina Barrage,Good
278691,OLD HOLLAND ROAD,SEVEN OAKS,Raffles City,So So
278695,OLD HOLLAND ROAD,SEVEN OAKS,TTSH,Not Good
278700,HOLLAND ROAD,BAN GUAN PARK,Marina Barrage,Very Good
278701,HOLLAND ROAD,BAN GUAN PARK,Raffles City,Good
278702,HOLLAND ROAD,BAN GUAN PARK,Raffles Institution,So So
278715,HOLLAND RISE,ZION MANSION,TTSH,Not Good
278716,HOLLAND RISE,ZION MANSION,Night Safari,Very Good
278717,HOLLAND RISE,ZION MANSION,Night Safari,Good
279317,GREENLEAF VIEW,LINK RESIDENCE @ HOLLAND,Sentosa,So So
279318,GREENLEAF VIEW,LINK RESIDENCE @ HOLLAND,Sentosa,Not Good
279886,BUKIT TIMAH ROAD,,Sentosa,Very Good
279886,BUKIT TIMAH ROAD,,Sentosa,Good
279886,BUKIT TIMAH ROAD,,Sentosa,So So
279888,BUKIT TIMAH ROAD,ROYALVILLE,Sentosa,Not Good
279890,BUKIT TIMAH ROAD,ROYALVILLE,Sentosa,Very Good
279896,BUKIT TIMAH ROAD,,Sentosa,Good
279896,BUKIT TIMAH ROAD,,Sentosa,So So
286622,GREENWOOD AVENUE,THE GREENWOOD,Raffles Institution,Not Good
286637,WATTEN RISE,WATTEN RESIDENCES,Changi Airport,Very Good
286651,WATTEN RISE,WATTEN RESIDENCES,Raffles City,Good
286668,HILLCREST ROAD,HILLCREST VILLA,Changi Airport,So So
286669,HILLCREST ROAD,HILLCREST VILLA,Marina Barrage,Not Good
286672,HILLCREST ROAD,HILLCREST VILLA,Raffles Institution,Very Good
286673,HILLCREST ROAD,HILLCREST VILLA,The Interlace,Good
286676,HILLCREST ROAD,HILLCREST VILLA,Marina Barrage,So So
286699,HILLCREST ROAD,HILLCREST VILLA,Changi Airport,Not Good
286710,HILLCREST ROAD,HILLCREST VILLA,Marina Barrage,Very Good
286716,HILLCREST ROAD,HILLCREST VILLA,Changi Airport,Good
286720,HILLCREST ROAD,HILLCREST VILLA,Marina Barrage,So So
286730,HILLCREST ROAD,HILLCREST VILLA,Changi Airport,Not Good
286742,HILLCREST ROAD,HILLCREST VILLA,Raffles Institution,Very Good
286747,HILLCREST ROAD,HILLCREST VILLA,Changi Airport,Good
286760,HILLCREST ROAD,HILLCREST VILLA,Changi Airport,So So
286761,HILLCREST ROAD,HILLCREST VILLA,Raffles City,Not Good
286762,HILLCREST ROAD,HILLCREST VILLA,Raffles Institution,Very Good
286768,HILLCREST ROAD,HILLCREST VILLA,Changi Airport,Good
286769,HILLCREST ROAD,HILLCREST VILLA,Marina Barrage,So So
286780,HILLCREST ROAD,HILLCREST VILLA,Changi Airport,Not Good
286799,HILLCREST ROAD,HILLCREST VILLA,Changi Airport,Very Good
286800,HILLCREST ROAD,HILLCREST VILLA,Changi Airport,Good
286803,HILLCREST ROAD,HILLCREST PARK,The Interlace,So So
286805,HILLCREST ROAD,HILLCREST PARK,TTSH,Not Good
287385,WATTEN RISE,WATTEN RESIDENCES,TTSH,Very Good
287386,WATTEN RISE,WATTEN RESIDENCES,Changi Airport,Good
287387,WATTEN RISE,WATTEN RESIDENCES,Changi Airport,So So
287391,WATTEN RISE,WATTEN RESIDENCES,Raffles City,Not Good
287395,WATTEN RISE,WATTEN RESIDENCES,TTSH,Very Good
287396,WATTEN RISE,WATTEN RESIDENCES,Changi Airport,Good
287563,WATTEN ESTATE ROAD,WATTEN HILL,The Interlace,So So
287575,WATTEN ESTATE ROAD,WATTEN HILL,TTSH,Not Good
287618,WATTEN ESTATE ROAD,CASA PERLA,Sentosa,Very Good
287620,WATTEN ESTATE ROAD,CASA PERLA,Sentosa,Good
287622,WATTEN ESTATE ROAD,CASA PERLA,Raffles Institution,So So
287625,WATTEN ESTATE ROAD,,TTSH,Not Good
287626,WATTEN ESTATE ROAD,,Marina Barrage,Very Good
287628,WATTEN ESTATE ROAD,,Marina Barrage,Good
287629,WATTEN ESTATE ROAD,,Marina Barrage,So So
287630,WATTEN ESTATE ROAD,,Marina Barrage,Not Good
287633,WATTEN ESTATE ROAD,,The Interlace,Very Good
287634,WATTEN ESTATE ROAD,,Lau Pa Sat,Good
288292,SIME ROAD,,Raffles Institution,So So
288293,SIME ROAD,,The Interlace,Not Good
288296,SIME ROAD,,Sentosa,Very Good
288297,SIME ROAD,,Sentosa,Good
289038,HILLCREST ROAD,HILLCREST PARK,Marina Barrage,So So
289039,HILLCREST ROAD,HILLCREST PARK,Marina Barrage,Not Good
289059,HILLCREST ROAD,HILLCREST PARK,Sentosa,Very Good
289060,HILLCREST ROAD,HILLCREST PARK,Sentosa,Good
289088,HILLCREST ROAD,HILLCREST VILLA,Marina Barrage,So So
289092,HILLCREST ROAD,HILLCREST VILLA,Raffles Institution,Not Good
289599,DUNEARN ROAD,DUNEARN COURT,Sentosa,Very Good
289599,DUNEARN ROAD,DUNEARN COURT,Sentosa,Good
289600,DUNEARN ROAD,DUNEARN COURT,Night Safari,So So
289600,DUNEARN ROAD,DUNEARN COURT,Night Safari,Not Good
289602,DUNEARN ROAD,DUNEARN COURT,Raffles Institution,Very Good
289602,DUNEARN ROAD,DUNEARN COURT,Raffles Institution,Good
289605,DUNEARN ROAD,,TTSH,So So
289617,DUNEARN ROAD,WATTEN ESTATE,Marina Barrage,Not Good
289619,DUNEARN ROAD,,Marina Barrage,Very Good
289627,DUNEARN ROAD,WATTEN ESTATE,Marina Barrage,Good
289628,DUNEARN ROAD,WATTEN ESTATE,Marina Barrage,So So
289629,DUNEARN ROAD,SHELL DUNEARN ENG NEO,Sentosa,Not Good
289630,DUNEARN ROAD,ESSO DUNEARN,Sentosa,Very Good
289675,DUNEARN ROAD,,TTSH,Good
289677,DUNEARN ROAD,TEMPORARY SITE OFFICE,Sentosa,So So
289848,ARCADIA ROAD,HILLCREST ARCADIA,Marina Barrage,Not Good
297625,LORNIE ROAD,,TTSH,Very Good
297626,LORNIE ROAD,,Sentosa,Good
297627,LORNIE ROAD,,Sentosa,So So
297671,WHITLEY ROAD,THE WHITLEY RESIDENCES,Raffles City,Not Good
297675,WHITLEY ROAD,THE WHITLEY RESIDENCES,TTSH,Very Good
297676,WHITLEY ROAD,THE WHITLEY RESIDENCES,Marina Barrage,Good
297683,WHITLEY ROAD,THE WHITLEY RESIDENCES,The Interlace,So So
297707,WHITLEY ROAD,,Marina Barrage,Not Good
297708,WHITLEY ROAD,,Marina Barrage,Very Good
297729,LORNIE ROAD,LORNIE 18,Marina Barrage,Good
297730,LORNIE ROAD,LORNIE 18,Marina Barrage,So So
297731,LORNIE ROAD,LORNIE 18,Raffles City,Not Good
297744,TREVOSE CRESCENT,,Lau Pa Sat,Very Good
297745,TREVOSE CRESCENT,,TTSH,Good
297840,WHITLEY ROAD,,Marina Barrage,So So
298109,TOA PAYOH RISE,TOA PAYOH RISE APARTMENTS,Sentosa,Not Good
298110,TOA PAYOH RISE,TOA PAYOH RISE APARTMENTS,Sentosa,Very Good
298137,THOMSON ROAD,,Singapore Polytechnic,Good
298180,THOMSON ROAD,,Sentosa,So So
298229,ONRAET ROAD,,Marina Barrage,Not Good
298230,ONRAET ROAD,,Sentosa,Very Good
298339,MOUNT PLEASANT ROAD,,Botanic Gardens,Good
298347,MOUNT PLEASANT ROAD,,Sentosa,So So
298348,MOUNT PLEASANT ROAD,,Sentosa,Not Good
298362,MOUNT PLEASANT ROAD,,Raffles Institution,Very Good
298724,LORNIE ROAD,CALDECOTT HILL ESTATE,Lau Pa Sat,Good
